dataset_id,smiles_protonated,smiles_deprotonated,pKa,reaction_center_atom_idx,reaction_center_atom_symbol,reaction_center_charge_protonated,reaction_center_charge_deprotonated,reaction_center_Hs_protonated,reaction_center_Hs_deprotonated,reaction_center_hybridization,reaction_center_is_aromatic,reaction_center_is_in_ring,reaction_center_total_valence,internal_id_protonated,internal_id_deprotonated
mol159,C=C(C)C(=O)OCC[NH+](C(C)C)C(C)C,C=C(C)C(=O)OCCN(C(C)C)C(C)C,"8,770",3,N,1,0,1,0,SP3,FALSE,FALSE,4,307,308
mol160,C=C(C)C(=O)OCC[NH+](C)C,C=C(C)C(=O)OCCN(C)C,"8,060",8,N,1,0,1,0,SP3,FALSE,FALSE,4,309,310
mol161,C=C(C)C(=O)OCC[NH+](C)CCCC,C=C(C)C(=O)OCCN(C)CCCC,"8,270",4,N,1,0,1,0,SP3,FALSE,FALSE,4,311,312
mol162,C=C(C)C(=O)OCC[NH+](CC)CC,C=C(C)C(=O)OCCN(CC)CC,"8,660",2,N,1,0,1,0,SP3,FALSE,FALSE,4,313,314
mol163,C=C(C)C(=O)OCC[NH2+]C,C=C(C)C(=O)OCCNC,"8,960",8,N,1,0,2,1,SP3,FALSE,FALSE,4,315,316
mol164,C=C(C)C(=O)OCC[NH2+]C(C)C,C=C(C)C(=O)OCCNC(C)C,"9,130",3,N,1,0,2,1,SP3,FALSE,FALSE,4,317,318
mol165,C=C(C)C(=O)OCC[NH2+]CC,C=C(C)C(=O)OCCNCC,"9,150",2,N,1,0,2,1,SP3,FALSE,FALSE,4,319,320
mol166,C=C(C)C(=O)OCC[NH2+]CC(C)C,C=C(C)C(=O)OCCNCC(C)C,"8,910",4,N,1,0,2,1,SP3,FALSE,FALSE,4,321,322
mol167,C=C(C)C(=O)OCC[NH2+]CCCC,C=C(C)C(=O)OCCNCCCC,"9,120",4,N,1,0,2,1,SP3,FALSE,FALSE,4,323,324
mol168,C=C(C)C(=O)OCC[NH3+],C=C(C)C(=O)OCCN,"8,700",8,N,1,0,3,2,SP3,FALSE,FALSE,4,325,326
mol169,C=C(C)C(=O)O,C=C(C)C(=O)[O-],"4,660",5,O,0,-1,1,0,SP2,FALSE,FALSE,2,327,328
mol170,C=C(C)C(C)(C(N)=O)C(=O)O,C=C(C)C(C)(C(N)=O)C(=O)[O-],"3,420",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,329,330
mol171,C=C(C)C([NH3+])O,C=C(C)C(N)O,"8,000",4,N,1,0,3,2,SP3,FALSE,FALSE,4,331,332
mol172,C=C(C)CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,C=C(C)CCN(C1=NCCN1)c1c(Br)cccc1Br,"10,900",15,N,1,0,1,0,SP2,FALSE,TRUE,4,333,334
mol173,C=C(C)CN(C1=[NH+]CCN1)c1c(Br)cccc1Br,C=C(C)CN(C1=NCCN1)c1c(Br)cccc1Br,"10,710",14,N,1,0,1,0,SP2,FALSE,TRUE,4,335,336
mol174,C=C(C)[C@@H]1CN(C(C)=O)[C@H](C(=O)OC)[C@@H]1CC(=O)O,C=C(C)[C@@H]1CN(C(C)=O)[C@H](C(=O)OC)[C@@H]1CC(=O)[O-],"4,600",11,O,0,-1,1,0,SP2,FALSE,FALSE,2,337,338
mol175,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)OC,C=C(C)[C@H]1CN[C@H](C(=O)[O-])[C@H]1CC(=O)OC,"9,520",5,N,1,0,2,1,SP3,FALSE,TRUE,4,339,340
mol176,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(N)=O,C=C(C)[C@H]1CN[C@H](C(=O)[O-])[C@H]1CC(N)=O,"9,470",5,N,1,0,2,1,SP3,FALSE,TRUE,4,341,342
mol177,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,"3,500",18,O,0,-1,1,0,SP2,FALSE,FALSE,2,343,344
mol178,C=C(CCCC)C(=O)O,C=C(CCCC)C(=O)[O-],"4,800",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,345,346
mol179,C=C(F)C(=O)O,C=C(F)C(=O)[O-],"2,550",4,O,0,-1,1,0,SP2,FALSE,FALSE,2,347,348
mol180,C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,"9,400",13,N,1,0,3,2,SP3,FALSE,FALSE,4,349,350
mol181,C=C(OC)C(=O)O,C=C(OC)C(=O)[O-],"3,380",6,O,0,-1,1,0,SP2,FALSE,FALSE,2,351,352
mol182,C=C(SC1CCCCC1)C(=O)O,C=C(SC1CCCCC1)C(=O)[O-],"3,400",4,O,0,-1,1,0,SP2,FALSE,FALSE,2,353,354
mol183,C=C1[C@@H]2CC3C4[NH+]5C[C@]6(C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]47C6[C@@H]5C[C@]3([C@H]1OC(C)=O)[C@@]7(O)C2,C=C1[C@@H]2CC3C4N5C[C@]6(C)C[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]47C6[C@@H]5C[C@]3([C@H]1OC(C)=O)[C@@]7(O)C2,"8,350",8,N,1,0,1,0,SP3,FALSE,TRUE,4,355,356
mol184,C=C=CC(=O)O,C=C=CC(=O)[O-],"3,960",5,O,0,-1,1,0,SP2,FALSE,FALSE,2,357,358
mol185,C=CC#CCC(=O)O,C=CC#CCC(=O)[O-],"3,410",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,359,360
mol186,C=CC(=O)NC(C)(C)CC[NH+](C)C,C=CC(=O)NC(C)(C)CCN(C)C,"9,390",5,N,1,0,1,0,SP3,FALSE,FALSE,4,361,362
mol187,C=CC(=O)NC(C)(C)CC[NH+](CC)CC,C=CC(=O)NC(C)(C)CCN(CC)CC,"10,090",2,N,1,0,1,0,SP3,FALSE,FALSE,4,363,364
mol188,C=CC(=O)NCCC[NH+](C)C,C=CC(=O)NCCCN(C)C,"9,230",1,N,1,0,1,0,SP3,FALSE,FALSE,4,365,366
mol189,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CC[NH+](C)C,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,"9,000",1,N,1,0,1,0,SP3,FALSE,FALSE,4,367,368
mol190,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC([NH+](C)C)C1,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,"7,200",1,N,1,0,1,0,SP3,FALSE,FALSE,4,370,369
mol191,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H]([NH+](C)C)C1,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1,"8,100",1,N,1,0,1,0,SP3,FALSE,FALSE,4,371,372
mol192,C=CC(=O)OCC[NH+](C)C,C=CC(=O)OCCN(C)C,"8,250",1,N,1,0,1,0,SP3,FALSE,FALSE,4,373,374
mol193,C=CC(=O)OCC[NH+](CC)CC,C=CC(=O)OCCN(CC)CC,"8,550",2,N,1,0,1,0,SP3,FALSE,FALSE,4,375,376
mol194,C=CC(=O)O,C=CC(=O)[O-],"4,250",4,O,0,-1,1,0,SP2,FALSE,FALSE,2,377,378
mol195,C=CC(C)(C)[NH2+]c1ccccc1,C=CC(C)(C)Nc1ccccc1,"4,880",5,N,1,0,2,1,SP3,FALSE,FALSE,4,379,380
mol196,C=CC(C)(C)OCC(O)C[NH2+]C(C)(C)C,C=CC(C)(C)OCC(O)CNC(C)(C)C,"9,670",4,N,1,0,2,1,SP3,FALSE,FALSE,4,381,382
mol197,C=CC(C)(C)[NH+](C)C(C)(C)C,C=CC(C)(C)N(C)C(C)(C)C,"11,300",4,N,1,0,1,0,SP3,FALSE,FALSE,4,383,384
mol198,C=CC(C)(C)[NH2+]C(C)(C)C=C,C=CC(C)(C)NC(C)(C)C=C,"10,100",5,N,1,0,2,1,SP3,FALSE,FALSE,4,385,386
mol199,C=CC(C)(C)[NH2+]C(C)(C)CC,C=CC(C)(C)NC(C)(C)CC,"10,800",5,N,1,0,2,1,SP3,FALSE,FALSE,4,387,388
mol200,C=CC(C)(CC)[NH+](C)C(C)C,C=CC(C)(CC)N(C)C(C)C,"11,300",6,N,1,0,1,0,SP3,FALSE,FALSE,4,389,390
mol201,C=CC(C)[NH2+]c1ccccc1,C=CC(C)Nc1ccccc1,"4,570",4,N,1,0,2,1,SP3,FALSE,FALSE,4,391,392
mol202,C=CC(Cl)C(=O)O,C=CC(Cl)C(=O)[O-],"2,540",5,O,0,-1,1,0,SP2,FALSE,FALSE,2,393,394
mol203,C=CC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,C=CC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,"3,500",21,O,0,-1,1,0,SP2,FALSE,FALSE,2,395,396
mol204,C=CC1C[NH+]2CCC1C[C@H]2C(=O)[O-],C=CC1CN2CCC1C[C@H]2C(=O)[O-],"10,600",4,N,1,0,1,0,SP3,FALSE,TRUE,4,397,398
mol205,C=CCC(=O)O,C=CCC(=O)[O-],"4,330",5,O,0,-1,1,0,SP2,FALSE,FALSE,2,399,400
mol206,C=CCC(C)(C[NH+](CC)CC)OC(=O)CC(C)C,C=CCC(C)(CN(CC)CC)OC(=O)CC(C)C,"8,100",2,N,1,0,1,0,SP3,FALSE,FALSE,4,401,402
mol207,C=CCC(C)(C[NH+](CC)CC)OC(=O)CCC,C=CCC(C)(CN(CC)CC)OC(=O)CCC,"8,500",12,N,1,0,1,0,SP3,FALSE,FALSE,4,403,404
mol208,C=CCC(C)(C[NH+](CC)CC)OC(=O)c1ccccc1,C=CCC(C)(CN(CC)CC)OC(=O)c1ccccc1,"7,800",2,N,1,0,1,0,SP3,FALSE,FALSE,4,405,406
mol209,C=CCC(C)(C[NH+](CC)CC)OC(C)=O,C=CCC(C)(CN(CC)CC)OC(C)=O,"9,850",2,N,1,0,1,0,SP3,FALSE,FALSE,4,407,408
mol210,C=CCC(C)(O)C[NH+](CC)CC,C=CCC(C)(O)CN(CC)CC,"9,710",2,N,1,0,1,0,SP3,FALSE,FALSE,4,409,410
mol211,C=CCC1(C(C)C#CCC)C(=O)[NH2+]C(=O)N(C)C1=O,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,"4,740",9,N,1,0,2,1,SP3,FALSE,TRUE,4,411,412
mol212,C=CCC1(CC=C)SC(=O)NC1=O,C=CCC1(CC=C)SC(=O)[N-]C1=O,"6,100",6,N,0,-1,1,0,SP2,FALSE,TRUE,3,413,414
mol213,C=CCCC(=O)O,C=CCCC(=O)[O-],"4,680",6,O,0,-1,1,0,SP2,FALSE,FALSE,2,415,416
mol214,C=CCCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,C=CCCN(C1=NCCN1)c1c(Br)cccc1Br,"11,200",14,N,1,0,1,0,SP2,FALSE,TRUE,4,417,418
mol215,C=CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,C=CCN(C1=NCCN1)c1c(Br)cccc1Br,"10,700",13,N,1,0,1,0,SP2,FALSE,TRUE,4,419,420
mol216,C=CCN(C1=[NH+]CCN1)c1c(Cl)cccc1Cl,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,"10,420",13,N,1,0,1,0,SP2,FALSE,TRUE,4,421,422
mol217,C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1C[NH3+],C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,"9,500",12,N,1,0,3,2,SP3,FALSE,FALSE,4,423,424
mol218,C=CCN(CC=C)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],C=CCN(CC=C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,"9,400",13,N,1,0,3,2,SP3,FALSE,FALSE,4,425,426
mol219,C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)[nH+]2)cc1,C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,"6,860",23,N,1,0,1,0,SP2,TRUE,TRUE,4,427,428
mol220,C=CC[NH2+]c1ccccc1,C=CCNc1ccccc1,"4,170",3,N,1,0,2,1,SP3,FALSE,FALSE,4,429,430
mol221,C=CCOc1ccc(C(=O)O)cc1,C=CCOc1ccc(C(=O)[O-])cc1,"4,450",12,O,0,-1,1,0,SP2,FALSE,FALSE,2,431,432
mol222,C=CCOc1ccccc1OCC(O)C[NH2+]C(C)C,C=CCOc1ccccc1OCC(O)CNC(C)C,"9,523",3,N,1,0,2,1,SP3,FALSE,FALSE,4,433,434
mol223,C=CCOc1nc(N)nc(N)[nH+]1,C=CCOc1nc(N)nc(N)n1,"3,430",5,N,1,0,1,0,SP2,TRUE,TRUE,4,435,436
mol224,C=CCOc1noc2c1C[NH2+]CC2,C=CCOc1noc2c1CNCC2,"7,500",11,N,1,0,2,1,SP3,FALSE,TRUE,4,437,438
mol225,C=CCSS/C(CCO)=C(/C)N(C=O)Cc1c[nH+]c(C)nc1N,C=CCSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N,"5,650",2,N,1,0,1,0,SP2,TRUE,TRUE,4,439,440
mol226,C=CC[NH+](C)C,C=CCN(C)C,"8,720",1,N,1,0,1,0,SP3,FALSE,FALSE,4,441,442
mol227,C=CC[NH+](C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1,"8,180",1,N,1,0,1,0,SP3,FALSE,FALSE,4,443,444
mol228,C=CC[NH+](C)CCCNC(=O)CN=O,C=CCN(C)CCCNC(=O)CN=O,"8,990",1,N,1,0,1,0,SP3,FALSE,FALSE,4,445,446
mol229,C=CC[NH+](C)CCOC(=O)C(=C)C,C=CCN(C)CCOC(=O)C(=C)C,"7,390",8,N,1,0,1,0,SP3,FALSE,FALSE,4,448,447
mol230,C=CC[NH+](CC(C)O)CC(C)O,C=CCN(CC(C)O)CC(C)O,"8,200",3,N,1,0,1,0,SP3,FALSE,FALSE,4,449,450
mol231,C=CC[NH+](CC1CO1)CC1CO1,C=CCN(CC1CO1)CC1CO1,"6,160",3,N,1,0,1,0,SP3,FALSE,FALSE,4,452,451
mol232,C=CC[NH+](CC=C)CC=C,C=CCN(CC=C)CC=C,"8,310",3,N,1,0,1,0,SP3,FALSE,FALSE,4,453,454
mol233,C=CC[NH+](CC=C)CCCNC(=O)CN=O,C=CCN(CC=C)CCCNC(=O)CN=O,"8,740",3,N,1,0,1,0,SP3,FALSE,FALSE,4,455,456
mol234,C=CC[NH+](CC=C)CCOC(=O)C(=C)C,C=CCN(CC=C)CCOC(=O)C(=C)C,"7,020",8,N,1,0,1,0,SP3,FALSE,FALSE,4,458,457
mol235,C=CC[NH+]1CCCCC1,C=CCN1CCCCC1,"9,660",3,N,1,0,1,0,SP3,FALSE,TRUE,4,459,460
mol236,C=CC[NH+]1CCOCC1,C=CCN1CCOCC1,"7,050",3,N,1,0,1,0,SP3,FALSE,TRUE,4,462,461
mol237,C=CC[NH2+]CC=C,C=CCNCC=C,"9,350",3,N,1,0,2,1,SP3,FALSE,FALSE,4,463,464
mol238,C=CC[NH3+],C=CCN,"9,740",3,N,1,0,3,2,SP3,FALSE,FALSE,4,465,466
mol239,C=CCc1c(C)[nH]n(C)c1=O,C=CCc1c(C)[n-]n(C)c1=O,"10,500",6,N,0,-1,1,0,SP2,TRUE,TRUE,3,467,468
mol240,C=CCc1ccc(O)c(OC)c1,C=CCc1ccc([O-])c(OC)c1,"10,000",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,469,470
mol241,C=CCc1ccccc1OCC(O)C[NH2+]C(C)C,C=CCc1ccccc1OCC(O)CNC(C)C,"9,527",3,N,1,0,2,1,SP3,FALSE,FALSE,4,471,472
mol242,C=CCn1c(C)c(C)c2cc(-n3ccccc3=O)[nH+]c(NCc3c(C)cccc3C)c21,C=CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,"4,000",14,N,1,0,1,0,SP2,TRUE,TRUE,4,473,474
mol243,C=C[C@@H]1CNC(=S)O1,C=C[C@@H]1C[N-]C(=S)O1,"10,250",4,N,0,-1,1,0,SP2,FALSE,TRUE,3,475,476
mol244,C=C[C@]1(O)C[C@@H](C)[NH2+][C@@H]2CCCC[C@H]21,C=C[C@]1(O)C[C@@H](C)N[C@@H]2CCCC[C@H]21,"9,980",10,N,1,0,2,1,SP3,FALSE,TRUE,4,477,478
mol245,C=C[C@]1(O)C[C@@H](C)[NH2+][C@H]2CCCC[C@@H]21,C=C[C@]1(O)C[C@@H](C)N[C@H]2CCCC[C@@H]21,"9,510",10,N,1,0,2,1,SP3,FALSE,TRUE,4,479,480
mol246,C=C[C@]1(O)C[C@H](C)[NH2+][C@@H]2CCCC[C@H]21,C=C[C@]1(O)C[C@H](C)N[C@@H]2CCCC[C@H]21,"9,830",10,N,1,0,2,1,SP3,FALSE,TRUE,4,481,482
mol247,C=C[C@]1(O)C[NH+]2CC[C@H]1C[C@H]2[C@H](O)c1cc(=O)[nH]c2ccccc12,C=C[C@]1(O)CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(=O)[nH]c2ccccc12,"7,650",4,N,1,0,1,0,SP3,FALSE,TRUE,4,483,484
mol248,C=Cc1ccc(C)[nH+]c1,C=Cc1ccc(C)nc1,"5,670",6,N,1,0,1,0,SP2,TRUE,TRUE,4,485,486
mol249,C=Cc1ccc(O)cc1,C=Cc1ccc([O-])cc1,"9,910",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,487,488
mol250,C=Cc1cccc[nH+]1,C=Cc1ccccn1,"4,950",7,N,1,0,1,0,SP2,TRUE,TRUE,4,489,490
mol251,C=Cc1ccc[nH+]c1,C=Cc1cccnc1,"4,870",6,N,1,0,1,0,SP2,TRUE,TRUE,4,491,492
mol252,C=Cc1cc[nH+]cc1,C=Cc1ccncc1,"5,620",5,N,1,0,1,0,SP2,TRUE,TRUE,4,493,494
mol253,C=Cc1noc(C2=CCC[NH2+]C2)n1,C=Cc1noc(C2=CCCNC2)n1,"8,230",11,N,1,0,2,1,SP3,FALSE,TRUE,4,495,496
mol254,C=C1[NH2+]C=C(C)C(=C[NH2+]CCCCCC)C1=O,C=c1[nH]cc(C)c(=C[NH2+]CCCCCC)c1=O,"4,805",11,N,1,0,2,1,SP3,FALSE,TRUE,4,497,498
mol255,C=c1cc(C)c(=Cc2[nH]c(C)cc2C)[nH]1,C=c1cc(C)c(=Cc2[nH]c(C)cc2C)[n-]1,"8,400",12,N,0,-1,1,0,SP2,TRUE,TRUE,3,499,500
mol256,CC#C/C=C/C(=O)O,CC#C/C=C/C(=O)[O-],"4,200",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,501,502
mol257,CC#CC#CCC(=O)O,CC#CC#CCC(=O)[O-],"3,230",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,503,504
mol258,CC#CC(=O)O,CC#CC(=O)[O-],"2,630",5,O,0,-1,1,0,SP2,FALSE,FALSE,2,505,506
mol259,CC#CC(O)c1c(C)[nH+]c2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,CC#CC(O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,"5,580",6,N,1,0,1,0,SP2,TRUE,TRUE,4,507,508
mol260,CC#CCC(=O)O,CC#CCC(=O)[O-],"3,600",6,O,0,-1,1,0,SP2,FALSE,FALSE,2,509,510
mol261,CC#CCOc1noc2c1C[NH2+]CC2,CC#CCOc1noc2c1CNCC2,"7,600",12,N,1,0,2,1,SP3,FALSE,TRUE,4,511,512
mol262,CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,"8,600",15,N,1,0,3,2,SP3,FALSE,FALSE,4,513,514
mol263,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(CN3CCCc4cccc(OC)c43)s2)cc1,CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2ccc(CN3CCCc4cccc(OC)c43)s2)cc1,"3,400",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,515,516
mol264,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc(N3CCC4(CCc5ccccc54)CC3)s2)cc1,CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2ccc(N3CCC4(CCc5ccccc54)CC3)s2)cc1,"3,400",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,517,518
mol265,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc3nc(-c4c(C)cccc4C)nn3c2)cc1,CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2ccc3nc(-c4c(C)cccc4C)nn3c2)cc1,"4,300",7,O,0,-1,1,0,SP2,FALSE,FALSE,2,519,520
mol266,CC#C[C@H](C)Oc1cc(N)c(Cl)cc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)[NH+]2C,CC#C[C@H](C)Oc1cc(N)c(Cl)cc1C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)N2C,"9,950",22,N,1,0,1,0,SP3,FALSE,TRUE,4,521,522
mol267,CC(=C1c2ccccc2CC1CC[NH+](C)C)c1cnccn1,CC(=C1c2ccccc2CC1CCN(C)C)c1cnccn1,"9,100",13,N,1,0,1,0,SP3,FALSE,FALSE,4,523,524
mol268,CC(=O)/C=C(/C)O,CC(=O)/C=C(/C)[O-],"7,640",6,O,0,-1,1,0,SP2,FALSE,FALSE,2,525,526
mol269,CC(=O)/C=C(O)/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CC(=O)/C=C([O-])/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,"9,240",25,O,0,-1,1,0,SP2,FALSE,FALSE,2,527,528
mol270,CC(=O)/N=c1/sc(S([NH3+])(=O)=O)nn1C,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,"7,300",12,N,1,0,3,2,SP3,FALSE,FALSE,4,529,530
mol271,CC(=O)/N=c1\sc(S([NH3+])(=O)=O)nn1C,CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,"7,300",12,N,1,0,3,2,SP3,FALSE,FALSE,4,531,532
mol272,CC(=O)/[NH+]=c1/c(-c2c(Cl)cccc2Cl)cc2c[nH+]c(C)nc2n1C,CC(=O)/[NH+]=c1/c(-c2c(Cl)cccc2Cl)cc2cnc(C)nc2n1C,"2,500",2,N,1,0,1,0,SP2,TRUE,TRUE,4,533,534
mol273,CC(=O)/[NH+]=c1\ccccn1C,CC(=O)/N=c1\ccccn1C,"7,120",3,N,1,0,1,0,SP2,FALSE,FALSE,4,536,535
mol274,CC(=O)C(=C(C)O)c1ccccc1,CC(=O)C(=C(C)[O-])c1ccccc1,"9,320",12,O,0,-1,1,0,SP2,FALSE,FALSE,2,537,538
mol275,CC(=O)C(=C[OH2+])C(C)=O,CC(=O)C(=CO)C(C)=O,"4,600",5,O,1,0,2,1,SP2,FALSE,FALSE,3,539,540
mol276,CC(=O)C(=O)O,CC(=O)C(=O)[O-],"2,390",5,O,0,-1,1,0,SP2,FALSE,FALSE,2,541,542
mol277,CC(=O)C(C)=C(C)O,CC(=O)C(C)=C(C)[O-],"10,790",4,O,0,-1,1,0,SP2,FALSE,FALSE,2,543,544
mol278,CC(=O)C(C)=C(O)C(C)C,CC(=O)C(C)=C([O-])C(C)C,"11,800",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,545,546
mol279,CC(=O)C(C)C(C)(C)C(=O)O,CC(=O)C(C)C(C)(C)C(=O)[O-],"5,790",10,O,0,-1,1,0,SP2,FALSE,FALSE,2,547,548
mol280,CC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,CC(=O)C(CCN1CCOCC1)(c1ccccc1)c1ccccc1,"6,830",6,N,1,0,1,0,SP3,FALSE,TRUE,4,550,549
mol281,CC(=O)C(C[NH+]1CCCCC1)N=O,CC(=O)C(CN1CCCCC1)N=O,"8,875",5,N,1,0,1,0,SP3,FALSE,TRUE,4,551,552
mol282,CC(=O)C(C[NH+]1CCOCC1)N=O,CC(=O)C(CN1CCOCC1)N=O,"7,625",5,N,1,0,1,0,SP3,FALSE,TRUE,4,553,554
mol283,CC(=O)C(C[NH+]1CCOCC1)c1ccccc1,CC(=O)C(CN1CCOCC1)c1ccccc1,"6,230",5,N,1,0,1,0,SP3,FALSE,TRUE,4,556,555
mol284,CC(=O)C(Cc1ccc(C#N)cc1)=C(C)O,CC(=O)C(Cc1ccc(C#N)cc1)=C(C)[O-],"9,690",15,O,0,-1,1,0,SP2,FALSE,FALSE,2,557,558
mol285,CC(=O)C(Cc1ccc(Cl)cc1)=C(C)O,CC(=O)C(Cc1ccc(Cl)cc1)=C(C)[O-],"10,250",14,O,0,-1,1,0,SP2,FALSE,FALSE,2,559,560
mol286,CC(=O)C(Cc1ccccc1)=C(C)O,CC(=O)C(Cc1ccccc1)=C(C)[O-],"10,490",13,O,0,-1,1,0,SP2,FALSE,FALSE,2,561,562
mol287,CC(=O)C(Cl)N=O,CC(=O)[C-](Cl)N=O,"7,900",3,C,0,-1,1,0,SP3,FALSE,FALSE,4,563,564
mol288,CC(=O)C(N=O)=C(C)O,CC(=O)C(N=O)=C(C)[O-],"7,440",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,565,566
mol289,CC(=O)C1=C(O)CCC1,CC(=O)C1=C([O-])CCC1,"7,820",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,567,568
mol290,CC(=O)C1=C(O)CCCC1,CC(=O)C1=C([O-])CCCC1,"10,210",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,569,570
mol291,CC(=O)C1=C(O)c2ccccc2C1=O,CC(=O)C1=C([O-])c2ccccc2C1=O,"2,880",13,O,0,-1,1,0,SP2,FALSE,FALSE,2,571,572
mol292,CC(=O)C=C(C)O,CC(=O)C=C(C)[O-],"8,850",6,O,0,-1,1,0,SP2,FALSE,FALSE,2,573,574
mol293,CC(=O)C=C(O)C(C)C,CC(=O)C=C([O-])C(C)C,"9,460",8,O,0,-1,1,0,SP2,FALSE,FALSE,2,575,576
mol294,CC(=O)C=C(O)CC(C)C,CC(=O)C=C([O-])CC(C)C,"9,070",9,O,0,-1,1,0,SP2,FALSE,FALSE,2,577,578
mol295,CC(=O)C=C(O)c1ccccc1,CC(=O)C=C([O-])c1ccccc1,"8,690",11,O,0,-1,1,0,SP2,FALSE,FALSE,2,579,580
mol296,CC(=O)C=C[OH2+],CC(=O)C=CO,"6,120",5,O,1,0,2,1,SP2,FALSE,FALSE,3,581,582
mol297,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,"4,988",22,O,0,-1,1,0,SP2,FALSE,FALSE,2,583,584
